  7.4885834777D-01 1.54879D+16 1.60039D+07 5.79774D-01 4.96379D+02 7.000D-01
  7.7074344737D-01 1.66102D+16 1.64423D+07 5.58013D-01 4.95267D+02 7.000D-01
  7.9165192654D-01 1.77508D+16 1.68703D+07 5.36457D-01 4.93589D+02 7.000D-01
  8.1139789418D-01 1.88967D+16 1.72830D+07 5.15258D-01 4.91143D+02 7.000D-01
  8.2980067346D-01 2.00322D+16 1.76767D+07 4.94603D-01 4.87714D+02 7.000D-01
  8.4671741911D-01 2.11409D+16 1.80477D+07 4.74684D-01 4.83106D+02 7.000D-01
  8.6206729967D-01 2.22079D+16 1.83932D+07 4.55671D-01 4.77173D+02 7.000D-01
  8.7584672761D-01 2.32219D+16 1.87119D+07 4.37682D-01 4.69848D+02 7.000D-01
  8.8812516974D-01 2.41763D+16 1.90039D+07 4.20765D-01 4.61151D+02 7.000D-01
  8.9902445826D-01 2.50691D+16 1.92705D+07 4.04906D-01 4.51168D+02 7.000D-01
  9.0869314885D-01 2.59017D+16 1.95137D+07 3.90044D-01 4.40036D+02 7.000D-01
  9.1728480385D-01 2.66779D+16 1.97360D+07 3.76093D-01 4.27907D+02 7.000D-01
  9.2494393292D-01 2.74025D+16 1.99398D+07 3.62954D-01 4.14937D+02 7.000D-01
  9.3179908608D-01 2.80803D+16 2.01274D+07 3.50533D-01 4.01271D+02 7.000D-01
  9.3796087869D-01 2.87163D+16 2.03007D+07 3.38739D-01 3.87040D+02 7.000D-01
  9.4352276266D-01 2.93148D+16 2.04617D+07 3.27492D-01 3.72358D+02 7.000D-01
  9.4856301311D-01 2.98797D+16 2.06116D+07 3.16723D-01 3.57325D+02 7.000D-01
  9.5314704547D-01 3.04145D+16 2.07519D+07 3.06370D-01 3.42029D+02 7.000D-01
  9.5732962606D-01 3.09219D+16 2.08836D+07 2.96381D-01 3.26543D+02 7.000D-01
  9.6115673988D-01 3.14047D+16 2.10076D+07 2.86709D-01 3.10934D+02 7.000D-01
  9.6466712984D-01 3.18650D+16 2.11247D+07 2.77313D-01 2.95261D+02 7.000D-01
  9.6789373611D-01 3.23046D+16 2.12355D+07 2.68159D-01 2.79574D+02 7.000D-01
  9.7086480927D-01 3.27254D+16 2.13407D+07 2.59215D-01 2.63920D+02 7.000D-01
  9.7360475128D-01 3.31288D+16 2.14407D+07 2.50450D-01 2.48342D+02 7.000D-01
  9.7613476197D-01 3.35160D+16 2.15360D+07 2.41839D-01 2.32880D+02 7.000D-01
  9.7847334504D-01 3.38884D+16 2.16270D+07 2.33356D-01 2.17569D+02 7.000D-01
  9.8063671111D-01 3.42469D+16 2.17139D+07 2.24975D-01 2.02445D+02 7.000D-01
  9.8263910359D-01 3.45925D+16 2.17972D+07 2.16673D-01 1.87541D+02 7.000D-01
  9.8449306518D-01 3.49262D+16 2.18771D+07 2.08426D-01 1.72889D+02 7.000D-01
  9.8620965771D-01 3.52487D+16 2.19539D+07 2.00209D-01 1.58520D+02 7.000D-01
  9.8779864433D-01 3.55608D+16 2.20277D+07 1.91999D-01 1.44465D+02 7.000D-01
  9.8926864051D-01 3.58630D+16 2.20989D+07 1.83767D-01 1.30754D+02 7.000D-01
  9.9062723856D-01 3.61561D+16 2.21675D+07 1.75486D-01 1.17420D+02 7.000D-01
  9.9188110891D-01 3.64405D+16 2.22337D+07 1.67124D-01 1.04494D+02 7.000D-01
  9.9303608020D-01 3.67169D+16 2.22978D+07 1.58645D-01 9.20098D+01 7.000D-01
  9.9409719871D-01 3.69855D+16 2.23597D+07 1.50006D-01 8.00038D+01 7.000D-01
  9.9506876644D-01 3.72469D+16 2.24197D+07 1.41157D-01 6.85147D+01 7.000D-01
  9.9595435457D-01 3.75015D+16 2.24779D+07 1.32034D-01 5.75852D+01 7.000D-01
  9.9675678547D-01 3.77497D+16 2.25344D+07 1.22555D-01 4.72640D+01 7.000D-01
  9.9747806977D-01 3.79917D+16 2.25892D+07 1.12610D-01 3.76072D+01 7.000D-01
  9.9811927087D-01 3.82278D+16 2.26425D+07 1.02042D-01 2.86826D+01 7.000D-01
  9.9868023773D-01 3.84585D+16 2.26944D+07 9.06113D-02 2.05747D+01 7.000D-01
  9.9915906373D-01 3.86839D+16 2.27449D+07 7.79155D-02 1.33959D+01 7.000D-01
  9.9955086178D-01 3.89042D+16 2.27940D+07 6.31714D-02 7.30901D+00 7.000D-01
  9.9984424780D-01 3.91198D+16 2.28420D+07 4.43499D-02 2.59025D+00 7.000D-01
  1.0000000000D+00 3.93303D+16 2.28886D+07 0.00000D+00 0.00000D+00 7.000D-01
